stats (11)
last_name, first_name,player_id,year,player_age,p_game,p_formatted_ip,p_strikeout,p_k_percent,p_era,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_avg_break,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,ch_avg_break,ch_range_speed,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,si_avg_break,si_range_speed,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fc_avg_break,fc_range_speed,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,fs_range_speed,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,kn_avg_break,kn_range_speed,
Anderson, Nick,623433,2019,29,68,65.0,110,41.7,3.32,R,1101,59.9,96,2326,-5.8,-10.3,20.8,1,,,,,,,,,,,,,,,40.1,83.1,2094,1.3,-43,3.4,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillips, Evan,623465,2019,25,25,28.0,40,28.6,6.43,R,567,62.8,94.1,2244,-10,-15.6,18.8,1.1,26.1,84.6,2472,7.4,-44.9,10,1.5,7.6,85.6,1299,-10.9,-34.2,11.9,1.5,,,,,,,,3.5,94.1,2223,-14.8,-19.5,19.1,1.3,,,,,,,,,,,,,,,,,,,,,,
Newberry, Jake,623470,2019,25,27,31.0,29,21.2,3.77,R,525,51.2,93.8,2375,-4.7,-15.7,16.8,1.2,45.3,83.6,2436,5.5,-41.5,6.1,1.4,2.7,87,1649,-7.6,-27.1,12.6,1.5,,,,,,,,0.8,90.8,2410,-14.9,-19.3,20.8,1.4,,,,,,,,,,,,,,,,,,,,,,
Wang, Wei-Chung,623913,2019,27,25,31.0,18,14.0,3.77,L,519,43.7,91.4,2163,8,-16.2,19.3,1.8,37.6,84.1,2343,-3.8,-33.7,7.5,2.2,16,83.6,1922,12.7,-27.9,17.7,1.4,2.5,76.8,2494,-4.5,-53.9,7.7,1.6,0.2,90.6,2151,13.5,-20.6,19.6,,,,,,,,,,,,,,,,,,,,,,,
Suarez, Ranger,624133,2019,24,37,48.2,42,20.5,3.14,L,763,23.5,92.9,2029,5.9,-21.1,12.6,1.1,20.2,84.9,2122,-3.5,-34.9,5.9,1.6,27,84.9,1616,14.4,-32.6,15.8,1.4,,,,,,,,29.4,91.9,1955,15.2,-25.6,17,1.3,,,,,,,,,,,,,,,,,,,,,,
Lopez, Reynaldo,625643,2019,25,33,184.0,169,20.9,5.38,R,3161,58.5,95.4,2137,-10,-15.2,18.3,1.9,18.3,84.4,2120,3.5,-35.3,5.3,2.2,14.8,84,1610,-11.7,-28.1,16.3,1.9,8.4,78.3,2084,3.4,-49,5.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thorpe, Lewis,626929,2019,24,12,27.2,31,25.0,6.18,L,492,51.2,91.2,2017,7.6,-16.3,17.4,1.5,19.7,84.6,1956,-3.5,-31.1,7.5,1.7,11.6,84.2,1629,11,-28.4,14.4,1.5,17.5,73.6,2440,-10,-66.3,18.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maeda, Kenta,628317,2019,31,37,153.2,169,27.1,4.04,R,2433,34.2,92.1,2287,-6.9,-17.1,17,1.3,31.1,83.5,2525,4.7,-33.9,8.7,1.7,,,,,,,,7.3,77.1,2685,11.2,-59.3,16.2,1.7,3.2,91.9,2228,-15,-23.2,18,1.1,,,,,,,,24.1,84.9,1522,-12.4,-34.4,13.5,1.1,,,,,,,,
Iglesias, Raisel,628452,2019,29,68,67.0,89,31.9,4.16,R,1115,37.3,95.4,2364,-8.1,-15,17.7,1.7,30.7,84.1,2531,10.6,-38.1,11.2,1.8,21.4,89,1872,-16.3,-31.4,16.9,1.3,,,,,,,,10.6,95.4,2428,-15,-19.4,19,1.7,,,,,,,,,,,,,,,,,,,,,,
Urias, Julio,628711,2019,23,37,79.2,85,26.1,2.49,L,1344,57.8,95.1,2511,2.2,-13.6,17.7,1.4,17.3,84.6,2584,-5.7,-37.9,7,2,16.3,82.2,1855,13.8,-29.8,17.9,1.9,6.1,77.3,2746,-7.5,-57.5,12.1,2.1,2.5,95.5,2458,8,-15.8,17.1,1.5,,,,,,,,,,,,,,,,,,,,,,
Chirinos, Yonny,630023,2019,26,26,133.1,114,21.5,3.85,R,1985,1,94.3,2399,-8.7,-14.5,19,1.5,21.6,87.5,2335,3.6,-29.6,7.7,1.8,,,,,,,,,,,,,,,55,93.9,2278,-17.2,-20.1,20.6,1.6,,,,,,,,22.5,85.9,1294,-9.6,-33.6,11,1.7,,,,,,,,
Manaea, Sean,640455,2019,27,5,29.2,30,27.5,1.21,L,444,,,,,,,,21.6,79.3,2000,-1.2,-42.9,3.9,1.8,14.9,81,1458,11.7,-39.3,12.1,1.6,,,,,,,,63.5,89.8,1956,11.3,-22.6,16,1.6,,,,,,,,,,,,,,,,,,,,,,
Stewart, Kohl,640464,2019,25,9,25.1,10,9.2,6.39,R,384,6.5,91.9,2152,-3,-20.4,12.9,1.6,32,84.7,2428,6.9,-36.5,8.1,1.8,3.9,85,1824,-15.1,-33.6,15.8,1.7,9.1,77.3,2726,16,-52.6,17.6,1.8,48.4,91.6,2131,-14.1,-26.1,15.7,1.6,,,,,,,,,,,,,,,,,,,,,,
Parsons, Wes,641149,2019,27,32,34.2,26,16.6,5.45,R,637,20.9,94.1,2318,-9.6,-16.2,17.6,1.6,36.3,85.9,2512,2.9,-38,4.7,2.1,6.3,87.1,1595,-13.9,-31.7,14.7,1.5,,,,,,,,36.6,93.3,2316,-14.9,-21.6,17.9,1.4,,,,,,,,,,,,,,,,,,,,,,
Lopez, Pablo,641154,2019,23,21,111.1,95,20.3,5.09,R,1793,42.4,93.6,2069,-9.8,-18.6,15.9,1.3,,,,,,,,22,85.7,1943,-17.2,-33.7,17.6,1.3,19.2,79.8,2358,10.8,-45.4,11.5,1.6,16.3,93.3,2036,-16.3,-25.1,17.5,1.4,,,,,,,,,,,,,,,,,,,,,,
Alexander, Tyler,641302,2019,25,13,53.2,47,20.0,4.86,L,918,31.2,90.6,2257,9.3,-18.1,18.3,1.1,15.6,85.3,2441,-3.5,-32,7.6,1.3,11.4,84.1,1584,12.7,-31,15.2,1.3,18.4,81,2427,-5.2,-43.6,5.9,1.5,23.4,90.7,2227,15,-22.1,19,1.1,,,,,,,,,,,,,,,,,,,,,,
Anderson, Shaun,641312,2019,25,28,96.0,70,16.4,5.44,R,1584,45.2,92.6,2495,-0.2,-17.9,14.2,1.6,30.6,86.3,2649,5.7,-36.2,6.6,1.9,8,86,1454,-9.9,-30,12.8,1.7,3,77.8,2519,5.9,-58,13.3,1.7,13.3,92.4,2335,-10.3,-19.8,16,1.4,,,,,,,,,,,,,,,,,,,,,,
Bashlor, Tyler,641341,2019,26,24,22.0,20,19.4,6.95,R,382,62.3,95.6,2567,-11.3,-13.4,20.4,1.5,25.7,82.2,2456,4,-48.6,8.4,1.3,12,87.4,1716,-15.2,-29,17,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cortes Jr., Nestor,641482,2019,25,33,66.2,69,23.2,5.67,L,1242,45.8,89.6,2186,6.9,-17,19.3,1.5,34.2,81.5,2319,-5.4,-39.2,7.2,3,12.6,82.4,1457,14.4,-36.8,15.3,1.8,1.4,71.2,2172,-6,-56.7,6.3,1.9,6,88.9,2164,12.9,-21.4,19.1,1.8,,,,,,,,,,,,,,,,,,,,,,
Duplantier, Jon,641541,2019,25,15,36.2,34,20.9,4.42,R,676,28.3,92.2,2198,-6.8,-15.4,17.4,1.4,19.7,83.4,2213,6.2,-38.2,6.7,1.9,9,84,1628,-15.3,-32.3,16.3,1.3,12.4,78.4,2385,9.6,-56.9,15.7,2.1,30.6,92,2129,-15.2,-20.8,18.7,1.4,,,,,,,,,,,,,,,,,,,,,,
Fillmyer, Heath,641571,2019,25,12,22.1,15,13.8,8.06,R,453,45.3,92.2,2219,-3.1,-17.3,15.7,1.5,19.2,83.3,2371,2.1,-42.4,3.8,1.3,17.7,86.2,1712,-14.6,-30.6,16.2,1.8,9.7,78.6,2478,3.9,-55.2,10.2,1.4,8.2,90.3,2098,-11.3,-22.8,16,1.6,,,,,,,,,,,,,,,,,,,,,,
Gott, Trevor,641627,2019,27,50,52.2,57,26.6,4.44,R,913,67.7,94.7,2156,-8.2,-17.2,16.4,1.1,1.4,86,2314,4.5,-34,6.2,1.5,3.8,89,1333,-15.4,-31.1,16.1,1.5,17.7,81.1,2099,10.8,-53.3,14.7,1.3,9.3,94.4,2036,-16.1,-22.8,18.4,1.2,,,,,,,,,,,,,,,,,,,,,,
Hudson, Dakota,641712,2019,25,33,174.2,136,18.0,3.35,R,2846,13,93.9,2168,-4.8,-19.2,12.6,1.1,25.7,87.4,2430,2.3,-34.9,4.3,1.4,2.6,88.1,1459,-11.6,-27.1,14.1,1.5,10,81.9,2196,9.4,-44.5,10.3,1.5,48.7,93.5,2134,-12.8,-23.6,14.8,1.2,,,,,,,,,,,,,,,,,,,,,,
Jimenez, Joe,641729,2019,24,66,59.2,82,31.9,4.37,R,1056,68.4,95.1,2528,-10.9,-12.5,21,1.3,25.9,86.2,2329,5.4,-32.9,7.2,1.7,5.8,89.2,2091,-16.8,-27.3,18.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keller, Brad,641745,2019,24,28,165.1,122,17.2,4.19,R,2711,41.8,93.7,2295,0,-17.2,14.4,1.7,31.4,84.9,2510,7.2,-44,8.9,1.7,1.4,87.8,1698,-6.8,-29,10.3,1.6,,,,,,,,25.4,92.8,2100,-10.8,-22.2,14.6,1.6,,,,,,,,,,,,,,,,,,,,,,
Kinley, Tyler,641755,2019,28,52,49.1,46,20.8,3.65,R,844,41.5,94.9,2269,-3.7,-14,18.3,1.1,58.5,88.5,2538,4,-35.9,4.9,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lauer, Eric,641778,2019,24,30,149.2,138,21.2,4.45,L,2507,53.1,91.8,2216,9.2,-16.1,19.4,1.6,8,81.6,2393,-2.9,-45,4.9,2.1,3.6,85.9,1982,13.4,-25.2,18.7,1.5,13.7,77.1,2376,-4.8,-55.1,9.1,1.5,,,,,,,,21.5,88,2211,-1.7,-26.6,9.7,1.6,,,,,,,,,,,,,,,
Littell, Zack,641793,2019,24,29,37.0,32,21.9,2.68,R,549,49,93.8,2077,-7.8,-15.7,17.3,1.7,47.5,86.4,2143,0.9,-31.5,5.7,1.9,2.2,87.9,1898,-7.8,-27,12,1.7,1.1,74.1,1959,9.7,-64,16.7,1.4,0.2,91.6,1905,-14.1,-21.1,18.2,,,,,,,,,,,,,,,,,,,,,,,
Mahle, Tyler,641816,2019,25,25,129.2,129,23.2,5.14,R,2138,57.1,93.3,2161,-11.7,-17.3,18.4,1.8,,,,,,,,,,,,,,,23.2,80.4,2595,7.5,-50.2,10.6,1.9,,,,,,,,7,90,2457,0.2,-23.8,10.5,1.7,12.8,87,1632,-10.9,-31.6,12,1.8,,,,,,,,
Mayza, Tim,641835,2019,27,68,51.1,55,24.2,4.91,L,921,19.2,93.6,2114,9.6,-16.6,17.7,1.2,35.6,87.8,2186,0.2,-31.6,4.4,1.5,,,,,,,,,,,,,,,45.2,94.3,2144,15.9,-20.1,19.2,1.2,,,,,,,,,,,,,,,,,,,,,,
McCarthy, Kevin,641838,2019,27,56,60.1,38,14.2,4.48,R,853,3.2,90.8,2021,-7.1,-22.8,12.6,1.5,11.4,88,2197,0.4,-28.3,6.7,1.2,22.5,83.9,1808,-15,-34.2,15.7,1.1,6,82.9,2123,1.5,-36.6,3.7,1.4,57,91.1,1991,-14.1,-27.7,15.1,1,,,,,,,,,,,,,,,,,,,,,,
McGowin, Kyle,641851,2019,28,7,16.0,18,23.7,10.13,R,298,3.7,91.5,2359,-9.4,-16.9,18.8,1.5,43.6,83.5,2809,4.5,-37.5,5.8,1.3,3.4,84.4,2189,-14.9,-29.1,18.3,1.6,1.3,79.9,2660,6.2,-42.3,6.4,1.5,48,90.9,2396,-15.3,-23.2,18.5,1.3,,,,,,,,,,,,,,,,,,,,,,
McKay, David,641853,2019,24,25,26.1,34,29.6,5.47,R,473,,,,,,,,,,,,,,,,,,,,,,37.8,78.4,3054,18.4,-53.8,20.4,1.4,62.2,93.9,2386,-13,-15.3,20.7,1.3,,,,,,,,,,,,,,,,,,,,,,
Pagan, Emilio,641941,2019,28,66,70.0,96,36.0,2.31,R,1075,61.5,95.5,2483,-4.9,-11.5,19.1,1.1,,,,,,,,,,,,,,,2,80.3,2544,7.6,-55.1,14.6,1.7,,,,,,,,36.5,87.5,2351,3.3,-31.6,5.5,1.2,,,,,,,,,,,,,,,
Shawaryn, Mike,642067,2019,25,14,20.1,29,28.2,9.74,R,408,44.1,91.8,2002,-12.2,-20.7,17.1,1.2,33.6,84.9,2554,1.8,-37,3.1,1.3,1,84.5,1982,-16.6,-32,17.7,1.4,19.4,81,2536,6.4,-45.3,7.4,1.4,2,87.1,2025,-17.1,-32.9,17.5,1.9,,,,,,,,,,,,,,,,,,,,,,
Sherfy, James,642073,2019,28,17,18.1,22,26.5,5.89,R,316,36.4,92.5,2161,-4.9,-16.5,16.6,1.4,50.9,78.2,2574,8.8,-49.6,9.7,2.2,6.3,85.5,1803,-8.8,-27.4,15.1,1.6,6.3,71.2,2314,8.3,-57.4,8.8,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparkman, Glenn,642098,2019,27,31,136.0,81,13.4,6.02,R,2182,60.3,93.4,2252,-10.2,-17.2,17.5,1.4,10,82.3,2411,3.2,-42,4.7,1.7,13,85.7,2038,-14.1,-26.3,17.8,1.3,16.6,79,2474,7.6,-56.5,14.7,2.1,,,,,,,,0,86.4,2071,-14.4,-28,16.4,,,,,,,,,,,,,,,,
Trivino, Lou,642152,2019,28,61,60.0,57,21.2,5.25,R,953,33.9,97.4,2111,-9.4,-14.6,17.3,1.1,,,,,,,,4.8,87.6,1765,-16.7,-32.3,17.3,1.3,10.5,79.8,2505,12.6,-51.9,15,1.4,17.3,97.4,2146,-15.7,-18.8,18.8,1.1,33.5,92.1,2434,0.9,-24.8,8.3,1.5,,,,,,,,,,,,,,,
Yacabonis, Jimmy,642231,2019,27,29,41.0,33,17.1,6.80,R,770,6.5,93.2,2350,-12.5,-16.8,20.1,1.2,29.7,82.7,2565,6.9,-44.7,8.2,2.1,6.6,87,1677,-16.6,-32.7,17.5,1.5,,,,,,,,57.1,93.7,2272,-16.9,-21.5,20,1.1,,,,,,,,,,,,,,,,,,,,,,
Yarbrough, Ryan,642232,2019,28,28,141.2,117,20.8,4.13,L,2057,0.1,86.1,2100,8,-27.5,12.5,1.5,,,,,,,,25.6,79.5,2123,17.3,-37,18.7,1.4,13.5,72.8,2405,-14.5,-50.6,15.1,2.2,24.1,88.1,1987,14.5,-24.3,18.6,1.5,36.7,84.1,2176,-1.9,-31.3,8.8,1.7,,,,,,,,,,,,,,,
Soto, Gregory,642397,2019,24,33,57.2,45,16.3,5.77,L,1040,6.3,96,2322,3.6,-15.2,14.5,1.4,23.9,85,2330,-3.7,-34.6,5.6,2.6,6.3,88.3,2033,13.3,-23.5,17.5,1.5,,,,,,,,63.4,95.4,2346,13.4,-17.3,18.3,1.8,,,,,,,,,,,,,,,,,,,,,,
Loaisiga, Jonathan,642528,2019,25,15,31.2,37,26.6,4.55,R,591,47.7,96.8,2422,-5,-13,17.2,1.5,,,,,,,,12.9,89.6,1699,-13.4,-24.3,16.8,1.4,30.8,84.2,2805,8,-45.2,10.3,1.6,8.6,96.9,2352,-14.3,-17.4,18.7,1.4,,,,,,,,,,,,,,,,,,,,,,
Barria, Jaime,642545,2019,23,19,82.2,75,20.5,6.42,R,1498,31.1,91.7,2248,-5.9,-15.3,19,1.2,47.1,83.9,2239,3.3,-33.9,7.7,2,16.3,83.2,1478,-11.9,-30.9,15.5,1.8,,,,,,,,5.5,91.6,2215,-11.9,-17.8,19.7,1.3,,,,,,,,,,,,,,,,,,,,,,
Hernandez, Jonathan,642546,2019,23,9,16.2,19,24.4,4.32,R,332,2.4,96,2130,-16.4,-19.8,19.3,1.5,35.5,88.5,2350,4.5,-32.9,5.6,1.5,16,89.7,2337,-14.5,-21,19.6,1.5,,,,,,,,46.1,96.9,2137,-17.5,-22.1,18.9,1.2,,,,,,,,,,,,,,,,,,,,,,
Peralta, Freddy,642547,2019,23,39,85.0,115,30.1,5.29,R,1599,77.7,93.6,2454,-7.2,-14.5,17.6,2.4,,,,,,,,1.8,89.9,1966,-12.4,-22.8,16.2,1.8,20.5,77.2,2424,8.2,-55.6,13.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jurado, Ariel,642558,2019,23,32,122.1,81,15.0,5.81,R,2045,22.9,93.1,2031,-8.7,-16.9,17.5,1.2,15,85.3,2124,1.6,-36.4,3.2,1.7,11.8,85.3,1945,-15.1,-27.7,18.5,1.2,8.9,80.3,2267,5.3,-48.3,7.8,1.4,41.3,92,1770,-16.2,-25,18.1,1.2,,,,,,,,,,,,,,,,,,,,,,
Rodriguez, Jose,642578,2019,24,9,19.2,13,15.5,2.75,R,329,38.6,93.4,2267,-9.1,-15.7,18.2,1.1,21.3,84.6,2241,-1.8,-35.5,4,1.5,15.5,86.1,2121,-11.2,-33.7,12.1,1.2,17,80,2411,7.6,-47,8.8,1.6,7.6,93.2,2204,-11.3,-18,17.6,1.3,,,,,,,,,,,,,,,,,,,,,,
Agrazal, Dario,642607,2019,25,15,73.1,41,12.8,4.91,R,1148,12.5,90.8,2270,-9.6,-17.7,18.9,1.3,18.9,83,2247,1.1,-41,2.4,1.5,13.4,85.6,1786,-14.2,-28.3,17.1,1.3,,,,,,,,55.2,91.1,2233,-16,-23.4,19,1.3,,,,,,,,,,,,,,,,,,,,,,
Harvey, Joe,642840,2019,27,18,18.0,17,20.2,5.00,R,361,75.9,95.2,2507,-12.8,-14.9,20.6,1,22.2,87.2,2637,1.3,-32.1,5.6,1.6,1.9,90.8,1827,-13.7,-22.4,18.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brault, Steven,643230,2019,27,25,113.1,100,19.8,5.16,L,2001,50.6,92.1,2068,9.3,-19.4,15.5,1.3,6,81.2,2192,-6.8,-42.5,7.3,1.2,14.2,84.3,1582,10,-35.6,10.5,1.5,1,71.1,2032,-12.4,-55.2,12.7,2.6,13.4,91.3,1888,13.9,-27,14.8,1.3,14.6,83.5,2211,-5.9,-39.7,6.3,1.1,,,,,,,,,,,,,,,
Cimber, Adam,643256,2019,29,68,56.2,41,16.8,4.45,R,797,16.9,85.9,2166,-16.8,-37.9,16.9,1.7,32.2,75.4,2153,5.2,-46.2,6.3,1.5,,,,,,,,,,,,,,,50.8,84.9,2133,-13.7,-46.6,16.2,1.6,,,,,,,,,,,,,,,,,,,,,,
Fry, Paul,643316,2019,27,66,57.1,55,21.6,5.34,L,1076,52.3,90.7,2404,2.1,-21.9,11.7,1.2,46.3,83.9,2737,-15.5,-44.2,16.2,1.3,1.4,87.7,1840,11.2,-27.8,13.9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godley, Zack,643327,2019,29,33,92.0,70,17.2,5.97,R,1548,0.1,91.3,2255,-7.8,-25.5,11.8,,,,,,,,,6,83.3,1717,-11.6,-39.5,12,1.5,42.1,81.8,2123,2.5,-49.6,7.6,1.5,35.5,89.9,2202,-13.9,-29.9,15.1,1.5,16.3,88.5,2238,-0.8,-28.2,8.2,1.2,,,,,,,,,,,,,,,
Green, Chad,643338,2019,28,54,69.0,98,33.2,4.17,R,1276,77.1,96.4,2463,-6.9,-11.9,19.1,1.2,20.9,87.6,2250,3.5,-33.5,5.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,88.7,1983,-6.9,-23.5,13.6,1.7,,,,,,,,
Palumbo Jr., Joe,643478,2019,25,7,16.2,21,25.9,9.18,L,333,57.4,93.9,2451,6.3,-14.7,17.8,1.3,,,,,,,,17.4,87.1,1645,8.2,-27.7,12.1,1.3,25.2,78.9,2530,-10.2,-55.9,15.1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pruitt, Austin,643493,2019,30,14,47.0,39,20.2,4.40,R,720,42.9,91.9,2408,-1.5,-17.4,16,0.9,23.3,87.4,2658,5.1,-36.1,6,1.3,19.2,86.1,1873,-11.4,-30,14.3,1.1,13.6,81.6,2999,7.2,-52.8,12.4,1.6,1,91,2412,-10.4,-23.1,15.5,1.4,,,,,,,,,,,,,,,,,,,,,,
Zeuch, T.J.,643615,2019,24,5,22.2,20,20.2,4.76,R,404,3,90.7,2218,-8.5,-19.1,17.1,1.5,19.6,83.4,2009,2.5,-40.7,3.2,1.6,19.6,83.1,1779,-11.2,-28.3,15.9,1.6,8.4,75.5,2142,10.4,-58.2,13.8,1.7,49.5,91.9,2192,-15.6,-24.3,17.7,1.5,,,,,,,,,,,,,,,,,,,,,,
Reininger, Zac,643617,2019,26,25,28.0,17,12.1,8.68,R,510,33.7,94.4,2305,-7.8,-15,18,1.3,22.5,83.8,2509,6.7,-38.4,7.8,2.2,4.1,84.2,1624,-12.9,-30.5,15.1,1.5,13.3,80.5,2660,8,-52,12,1.5,26.3,93.1,2183,-14.7,-22.1,17.8,1.5,,,,,,,,,,,,,,,,,,,,,,
Webb, Tyler,643778,2019,29,65,55.0,48,21.7,3.76,L,882,37.2,89.9,2197,1,-16.8,17.1,1.1,,,,,,,,19.4,79.7,1768,6.6,-26.3,18,1.7,15.4,76.7,2283,-4,-51.6,6.3,1.5,28,89.8,2144,9.6,-18.6,18.1,1.3,,,,,,,,,,,,,,,,,,,,,,
Alcantara, Sandy,645261,2019,24,32,197.1,151,18.0,3.88,R,3090,30.2,95.6,2356,-9.3,-15.8,17.7,1.6,21.5,86,2478,4.3,-37,5.5,1.6,12.1,89.1,1923,-16.1,-30.5,17,1.4,8.6,82,2481,5.5,-47.5,7.7,2.3,27.6,95.3,2393,-17.2,-22.9,19.1,1.6,,,,,,,,,,,,,,,,,,,,,,
Soroka, Mike,647336,2019,22,29,174.2,142,20.3,2.68,R,2555,18.7,92.9,2362,-5.2,-19.5,14.7,1.5,24.3,83.2,2776,6.4,-45.8,7.8,2.1,12.4,81.2,2178,-13.8,-30.3,19.1,1.5,,,,,,,,44.6,92.3,2175,-15.9,-25.7,17.9,1.4,,,,,,,,,,,,,,,,,,,,,,
Hernandez, Darwinzon,650382,2019,23,29,30.1,57,38.8,4.45,L,666,74.2,95.5,2354,2.9,-16.6,13.3,1.6,24.9,82.7,2624,-8.4,-44.1,9.7,1.8,,,,,,,,0.6,76,2588,-12.8,-55.2,14.7,1.5,0.3,97.7,2444,9.4,-18.3,13.7,1.4,,,,,,,,,,,,,,,,,,,,,,
Civale, Aaron,650644,2019,24,10,57.2,46,20.3,2.34,R,861,3.3,92,2415,-5,-17.2,16.6,1.4,14.4,83.6,2805,9.6,-38.5,10.8,1.5,6.6,84.2,2089,-15.8,-29.9,18.6,1.4,11,75.5,2930,12.8,-67.7,21.2,1.7,35.1,92.6,2268,-14.3,-21.7,18.1,1.5,29.6,87.9,2624,5.5,-27.7,10.7,1.3,,,,,,,,,,,,,,,
Quijada, Jose,650671,2019,24,34,29.2,44,30.6,5.76,L,647,71.9,93.3,2387,6.6,-16.3,16.5,1.6,,,,,,,,16.7,85.4,1710,12.2,-26.1,16.6,1.7,11.4,80.2,2531,-9.5,-43.9,9.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabrera, Genesis,650893,2019,23,13,20.1,19,19.2,4.87,L,372,54,96.4,2251,8.8,-12.3,20,1.4,,,,,,,,17.5,88.2,1776,13.6,-23.6,18.7,1.5,21.5,82.7,2571,-3.1,-52,11.4,1.7,7,95.2,2232,15,-16.3,20.9,1.2,,,,,,,,,,,,,,,,,,,,,,
Castillo, Diego,650895,2019,25,65,68.2,81,27.9,3.41,R,1119,3.8,98.4,2046,-8.9,-15,17,1.4,51.5,88.7,2348,5.5,-34.3,6.9,1.6,,,,,,,,,,,,,,,44.8,98.2,2123,-16.2,-19.5,19.4,1.2,,,,,,,,,,,,,,,,,,,,,,
Beeks, Jalen,656222,2019,26,33,104.1,89,19.2,4.31,L,1820,44,92,2005,5.2,-15.7,17.7,1.6,,,,,,,,31.4,87.2,1837,15.6,-28.6,17.5,1.3,18.8,75.1,2586,-10.9,-64.4,17.9,1.6,0.1,92.7,2047,11.9,-18.1,18.5,1.5,5.7,85.9,2167,-1.1,-30.1,7.9,1.9,,,,,,,,,,,,,,,
Brigham, Jeff,656257,2019,27,32,38.1,39,24.2,4.46,R,690,51.4,96.6,2428,-12.2,-13,21.1,1.1,48.6,83,2991,17.9,-43.1,18.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke, Brock,656271,2019,23,6,26.2,14,11.7,7.43,L,476,43.3,92,2194,7.4,-16.8,16.5,1.6,0.6,84.7,2328,-1,-31.9,6.6,1.5,15.3,85.2,2170,10.2,-31,12,1.6,22.3,80.3,2201,-7.8,-42.2,8.3,1.9,18.5,90.8,2093,14.4,-24,16.8,1.5,,,,,,,,,,,,,,,,,,,,,,
Canning, Griffin,656288,2019,23,18,90.1,96,25.0,4.58,R,1552,42.3,93.9,2335,-9.1,-13.9,20.2,1.2,28.9,88.9,2506,2,-28.6,7.5,1.3,12.8,89.1,1671,-14.9,-26,18,1.3,16,82,2425,9.3,-47.9,11.2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cease, Dylan,656302,2019,24,14,73.0,81,24.8,5.79,R,1364,47.4,96.5,2449,-1.8,-15.1,14.9,1.3,21,84.7,2622,5.3,-43.9,7.2,1.6,8.9,83.1,1626,-1.7,-26.6,13.6,1.9,18.5,79.5,2622,6.1,-63.3,19.3,1.8,4.2,96.3,2403,-7.1,-16.9,14.8,1.3,,,,,,,,,,,,,,,,,,,,,,
Coonrod, Sam,656322,2019,27,33,27.2,20,17.5,3.58,R,452,32.1,96.6,2380,-11.1,-14.1,19.5,1.2,17,86.5,2816,5.8,-43.7,8.7,1.8,17.7,88.7,1767,-15.4,-33.7,15.8,1.2,,,,,,,,33.2,96.3,2206,-15.9,-19.5,19.3,1.3,,,,,,,,,,,,,,,,,,,,,,
Davis, Austin,656354,2019,26,14,20.2,24,24.5,6.53,L,407,58,93.8,2430,12,-16.1,19.7,1.5,6.6,84.5,2533,-3.8,-34.7,6.1,1.5,18.2,84.8,2249,16.8,-28.6,19.4,1.6,17.2,82.6,2622,-5.8,-44.8,7.6,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flaherty, Jack,656427,2019,24,33,196.1,231,29.9,2.75,R,3078,46.7,94.3,2225,-4.8,-15.8,15.3,2,27.4,84.8,2384,6.4,-33.3,8.5,1.9,2,86.2,1704,-11.7,-29.4,13.7,1.8,12.1,78.2,2504,12.8,-56.5,17.2,1.9,11.8,92.1,2017,-11.5,-23.5,14.1,1.8,,,,,,,,,,,,,,,,,,,,,,
